rank_gfa,address_fin,postal_code,postal_office_fin,main_purpose_fi,gross_floor_area,volume,number_of_storeys,apartment_count,heating_method_fi,heating_energy_source_fi,facade_material_fi,load_bearing_material_fi,construction_method_fi,completion_date,usage_status_fi,permanent_building_identifier,property_identifier,lon,lat,building_key
74,Ankkurikatu 4 | Satamakatu 3 | Kanavakatu 1 | Kruunuvuorenkatu 2,00160,HELSINKI,Kerrostalo,27073,115400,8,187,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1940-12-31,Käytetään vakinaiseen asumiseen,1031326035,09100801500002,24.96258418,60.16701925,a90bd9b4-df87-49b8-a9c7-c2184f48cbec
75,Vanhanlinnantie 3 | Brahelinnantie 1,00900,HELSINKI,Kerrostalo,26736,144390,8,304,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,2011-12-28,Käytetään vakinaiseen asumiseen,101955431V,09104500540006,25.08898803,60.21422346,9d9a234f-aec0-455d-bc4c-1146fff8b081
76,Valimotie 21,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",26039,137000,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1986-12-31,Tyhjillään,101633026P,09104600140008,24.87947688,60.2203084,7df5c310-eec2-44c6-91d2-abe89c474eed
77,Töölönkatu 23,00260,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",25870,100810,3,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,2018-10-26,Käytöstä ei ole tietoa,1036401034,09101404680003,24.92675207,60.17928967,cee2ee8f-8d5e-4afa-911a-9d14776d203d
78,Jaakonkatu 3 | Salomonkatu 13 | Antinkatu 3,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",25652,138292,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Paikalla tehty,1980-01-01,Tyhjillään,1030750099,09100402130013,24.93175871,60.16992784,e9bd0576-b0e0-42ea-94e9-5f72532fbf06
79,Rumbanaukio 2 | Porkkalankatu 26 | K. A. Fagerholmin kuja 2 | Itämerenkatu 25,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",25617,145141,14,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2024-06-27,Käytöstä ei ole tietoa,103875681D,09102007980001,24.90567767,60.16335645,03910868-a20a-488e-b412-79cd3c136fda
80,Käpylän Asemaraitti | Mäkitorpantie 1 | Käpylän asemaraitti | Perkiöntie 1,00620,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",25498,173360,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1992-06-30,Tyhjillään,1034081260,09102801790002,24.94821795,60.2216321,45b2c88d-d335-4aa1-b8ca-63cd88e1f806
81,Kaivokatu 6 | Keskuskatu 8,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",25351,118307,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1967-01-01,Tyhjillään,1030461700,09100200960032,24.94217138,60.17003608,40532e77-670d-45fd-8308-e1cdcbbc16f0
82,Turunlinnantie 4 | Itäkatu 1c,00930,HELSINKI,Julkinen rakennus,25091,169000,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1992-12-31,Tyhjillään,101992781P,09104501730018,25.08377872,60.21224421,a0dfe237-95ce-472d-a442-642b2f5837de
83,Ensi linja 2 | Eläintarhantie 5,00530,HELSINKI,Julkinen rakennus,24948,149700,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1967-12-31,Tyhjillään,103161301W,09101103300003,24.94242375,60.18185126,d1c57f12-9414-4636-8c5b-c5b6a83758f2
84,Lapinmäentie 4 | Lapinmäentie 2 | Huopalahdentie 25,00350,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",24870,195900,11,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1969-12-31,Tyhjillään,100704303W,09103001270003,24.8813471,60.20783523,a9a19208-f7a1-4dd1-ac0f-2f179cf5f224
85,Vuotie 47b | Paahtajanaukio 2,00990,HELSINKI,Kerrostalo,24635,84500,33,288,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,2024-08-30,Käytetään vakinaiseen asumiseen,103934965T,09105401800018,25.14767754,60.20702678,27e39f16-f859-47c1-a3a5-df9d1ea49ead
86,Sturenkatu 16 | Elimäenkatu 2 | Teollisuuskatu 9,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",24500,114000,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1933-12-31,Käytetään muuhun tilapäiseen asumiseen,103273213Y,09102206970001,24.95136942,60.19311842,1156e696-d5b3-430d-937c-2964d1b2ff8d
87,Vattuniemenkatu 20 | Kiviaidankatu 2 | Melkonkatu 23 | Vattuniemenkuja 5,00210,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",24384,113935,4,4,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,1951-01-01,Tyhjillään,1007532915,09103101320001,24.88312955,60.15384527,e16012ac-b18b-40a7-b634-ca819975e19d
88,Katajanokanlaituri 7 | Pikku Satamakatu 2 | Ankkurikatu 1,00160,HELSINKI,Julkinen rakennus,24212,85724,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Tiili,,1912-01-01,Tyhjillään,1031326301,09100801870008,24.96438123,60.1659421,51921aef-beb6-43c8-9133-238c8d36fe87
89,Malminrinne 6 | Fredrikinkatu 44 | Runeberginkatu 1 | Kampinkuja 2,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",24167,129200,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1972-12-31,Tyhjillään,103075011B,09100402160001,24.93060985,60.16813147,0402e672-889f-4a44-8155-791ca127cccf
90,Salomonkatu 3 | Arkadiankatu 6 | Olavinkatu 1,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",23800,118723,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1977-12-31,Tyhjillään,1030750044,09100401920003,24.9339974,60.17073522,503c161c-e055-4a6c-aa97-8144c40ba1c7
91,Nordenskiöldinkatu 13,00250,HELSINKI,Julkinen rakennus,23721,167300,1,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1966-01-01,Tyhjillään,103238462Y,09101499040100,24.92244331,60.18926406,4f29b3c2-14b4-437e-aa0c-b03f7c170c8f
92,Simonkatu 2 | Mannerheimintie 20,00100,HELSINKI,Julkinen rakennus,23198,150191,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1985-01-01,Tyhjillään,103056015K,09100400640024,24.93818233,60.16954293,b061eab5-e1ee-4091-9435-fb2bdc84a146
93,Fleminginkatu 34 | Aleksis Kiven katu 13,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",23196,122004,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Teräs,Elementti,1991-03-08,Tyhjillään,1032542154,09102203680006,24.95146861,60.19065891,7ee5a095-3b77-47f0-b97a-03676a24d3ca
94,Fredrikinkatu 46 | Runeberginkatu 3 | Salomonkatu 17,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",23024,115068,12,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1958-12-31,Tyhjillään,103075012C,09100402170001,24.92938228,60.16901947,49a7020b-9eb3-4ac7-b932-f5ba4c06c363
95,Valimotie 16 | Hiomotie 7,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",23016,109688,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1996-06-13,Tyhjillään,1016330449,09104600690001,24.87672607,60.22012966,85519fe7-fab5-4668-a62d-86b9a240b87b
96,Teollisuuskatu 15 | Elimäenkatu 8 | Telekatu 1,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22977,94964,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1987-12-31,Tyhjillään,1032732151,09102206970020,24.94927348,60.19375068,51f8a5f0-baf2-44e9-90b8-f49f06956039
97,Mannerheimintie 13e,00100,HELSINKI,Julkinen rakennus,22791,151166,4,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Paikalla tehty,1971-12-31,Tyhjillään,1032092665,09101304650006,24.9334757,60.17588273,2432d52c-d7e7-419f-8866-158aac160c10
98,Vanhanlinnantie 1,00900,HELSINKI,Julkinen rakennus,22733,259100,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2009-02-25,Tyhjillään,101955429T,09104500540005,25.08786566,60.21365941,8c6a4e75-fc66-4bcc-bb6c-f78f626749d5
99,Topeliuksenkatu 32 | Tukholmankatu 4 | Haartmaninkatu 3,00290,HELSINKI,Julkinen rakennus,22706,90900,5,12,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1966-01-01,Tyhjillään,101757917E,09101505290007,24.90950301,60.19051569,9880843f-da32-4ddb-8df5-2349507d836a
100,Sörnäisten rantatie 33 | Pääskylänkatu 13 | Suvilahdenkatu 10,00500,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22698,97580,6,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1976-01-01,Tyhjillään,103142287J,09101002830006,24.96907883,60.18794792,a72757e9-9cfd-4322-86c2-547ded132cb0
101,Koskelantie 39,00610,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22654,142221,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Tiili,Paikalla tehty,1953-12-31,Tyhjillään,1033095825,09102409540001,24.96788479,60.21513563,a28ec9d5-97b1-4443-98fd-a76396574d3f
102,Parrukatu 1-3,00540,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22578,249497,12,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1974-12-31,Käytöstä ei ole tietoa,103797137R,09143200050002,24.97044812,60.18388215,6f127917-664d-435a-b089-680d253da423
103,Satamakaari 26,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22541,263960,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,2008-08-26,Tyhjillään,100125435R,09105499060020,25.1891041,60.22285808,f5e95235-324e-4aa5-a88c-4912177a1c83
104,Länsisatamankatu 45 | Tyynenmerenkatu 25,00220,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22524,79820,8,0,Ei kiinteää lämmityslaitetta,,Muu,Betoni,Elementti,2021-02-04,Käytöstä ei ole tietoa,103826080C,09102099090100,24.91622494,60.15248384,67e7b73f-5501-4477-982b-f91723af3be6
105,Toivonkatu 2 | Paavo Nurmen kuja 1 | Mannerheimintie 17,00250,HELSINKI,Julkinen rakennus,22521,135576,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1935-01-01,Tyhjillään,1032291386,09101405240001,24.92582573,60.18339791,59695a46-6c2e-4b4d-9e79-a763e583e324
106,Kutomokuja 4,00380,HELSINKI,Julkinen rakennus,22501,201962,2,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1976-12-31,Tyhjillään,1019854153,09142000011172,24.87534577,60.21300272,1a2082f8-8624-4bcc-afaf-594e3090a7f6
107,Ernst Lindelöfin katu 2 | Erik Palménin aukio 1 | Pietari Kalmin katu 4,00560,HELSINKI,Julkinen rakennus,22368,130300,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2005-07-22,Tyhjillään,1033178861,09102409730005,24.96078949,60.20381736,c6b30669-ea4d-4755-bfd4-f05023400d14
108,Radiokatu 2 | Pasilanraitio 13 | Leanportti 1 | Pasilankatu 18,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22196,88911,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1980-01-01,Tyhjillään,102717770E,09101700900002,24.92539434,60.20223534,4e82acd7-0f15-4c0e-a68c-6cfc5bce44ba
109,Mannerheimintie 50 | Kivelänkatu 2,00260,HELSINKI,Julkinen rakennus,22177,122091,9,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Kivi,Betoni,Paikalla tehty,1972-12-31,Tyhjillään,103209316S,09101404680002,24.92721744,60.1799167,025f4fc5-d949-4640-b973-f055e9abba4e
110,Paciuksenkatu 8 | Zaidankatu 2,00250,HELSINKI,Julkinen rakennus,22114,153240,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2024-11-13,Käytöstä ei ole tietoa,1039100248,09101506430001,24.89829379,60.19147916,045488d7-8c83-4216-9cad-5fdc195c39bb
111,Kaivokatu 8,00100,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",22044,94064,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Paikalla tehty,1966-01-01,Tyhjillään,103046169Y,09100200960032,24.94141893,60.16996151,c672b1a9-43eb-4e6f-b3d8-426067569b8e
112,Silttikuja 2 | Tyynylaavantie 5 | Mosaiikkitori 6 | Mosaiikkipolku 1 | Vuotie 45 | Paahtajanaukio 3,00980,HELSINKI,Julkinen rakennus,21822,240870,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1996-12-31,Tyhjillään,1023286783,09105401800012,25.14513131,60.20737739,665a3a6a-57e2-4ffc-b91a-96c8d0e5be32
113,Fredikanterassi 1,00520,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",21731,97300,13,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,2019-12-30,Tyhjillään,103608695Y,09101701030001,24.93151842,60.19897177,e10a49e5-66c0-4fb2-8bda-5aee533f4341
114,Stenbäckinkatu 11,00290,HELSINKI,Julkinen rakennus,21729,101637,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1946-12-31,Tyhjillään,103238516P,09101505260009,24.90787224,60.18666362,697bdc53-dc3d-4749-938f-8623b500fef7
115,Valimotie 3,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",21587,146865,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,2018-04-25,Tyhjillään,1035438539,09104600120018,24.87742582,60.2160091,6f91736d-1c1d-4b07-9618-9f615e826255
116,Simonkatu 9 | Annanaukio 1 | Annankatu 35,00100,HELSINKI,Julkinen rakennus,21470,99080,10,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2000-06-12,Tyhjillään,103055981F,09100400080001,24.93499984,60.1691251,997c5c17-28e2-43ef-83be-94b9c249bea7
117,Vilhonkatu 7 | Mikonkatu 23,00100,HELSINKI,Julkinen rakennus,21455,101113,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Elementti,1921-01-01,Tyhjillään,103036820C,09100200400015,24.94574736,60.17223825,cdd1c299-8bc5-41a6-9406-d332f6e145eb
118,Höyrykatu 1 | Tulistimenkatu 1 | Veturitie 22,00520,HELSINKI,Kerrostalo,21367,85860,17,359,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Paikalla tehty,2026-03-11,Käytetään vakinaiseen asumiseen,1039405587,09101701090001,24.9300472,60.20113143,09cd226c-d8b6-4294-9a16-a246bc951a0e
119,Englantilaisaukio 10,00580,HELSINKI,Kerrostalo,21360,72640,28,249,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,2021-08-30,Käytetään vakinaiseen asumiseen,1028407651,09101006220007,24.98087934,60.18728391,9ac20283-a322-483d-a794-d69fdd99b338
120,Haartmaninkatu 4,00290,HELSINKI,Julkinen rakennus,21326,83360,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1951-12-31,Tyhjillään,1032385039,09101505260009,24.90908407,60.18916178,6d97903c-81a2-423d-a43e-d331b434cb93
121,Ruoholahdenkatu 3,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",21254,89700,,0,Ilmakeskuslämmitys,Kauko- tai aluelämpö,Muu,Muu,Paikalla tehty,2009-05-04,Tyhjillään,103075023R,09100499010100,24.9339808,60.16755534,e9db6d29-f2cb-4b04-a6db-d7f9707a165b
122,Elimäenkatu 18 | Töysänkatu 2 | Teollisuuskatu 23,00510,HELSINKI,Julkinen rakennus,21227,102122,7,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1946-12-31,Tyhjillään,1032731874,09102206930002,24.94660818,60.19483216,5bdc74b3-360c-4acb-9250-e0da3349f04e
123,Työpajankatu 19 | Kalasatamankatu 9,00580,HELSINKI,Kerrostalo,20951,86940,35,282,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2019-11-15,Käytetään vakinaiseen asumiseen,1028407640,09101006220006,24.97970957,60.18753554,45ffcac1-7220-4288-907d-3d79e7dcfe23
124,Energiakatu 3,00180,HELSINKI,Julkinen rakennus,20781,167700,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,2010-03-26,Tyhjillään,1033039383,09102007860007,24.90385884,60.1658786,d372dc49-2ce6-42ea-b4b9-edea26acd00b
125,Käärmeniementie 1 | Käärmeniementie 11,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20748,193030,1,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2008-10-17,Tyhjillään,100125438U,09105499060020,25.17859205,60.21903185,820e25bc-2bc0-4658-9c97-f20a50b71057
126,Meijeritie 6,00370,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20730,78670,5,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Paikalla tehty,1978-01-01,Tyhjillään,101642797W,09104600340010,24.87421586,60.22348468,71491e2c-8baa-4edb-957f-708f77ec382f
127,Annankatu 18,00120,HELSINKI,Julkinen rakennus,20711,117600,7,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1980-12-31,Käytetään muuhun tilapäiseen asumiseen,103056076J,09100400710013,24.93780403,60.16551312,9f7e023e-f713-46b2-8e03-d85dc0a9283f
128,Atomitie 5 | Voimapolku 5 | Atomipolku 2,00370,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20684,115095,6,2,Vesikeskuslämmitys,Kauko- tai aluelämpö,,Betoni,,1975-12-31,Käytetään muuhun tilapäiseen asumiseen,101642910J,09104600590001,24.87224158,60.22246499,0a538a2a-baec-472d-bb0a-36da476c9e7a
129,Veturimiehenkatu 6 | Ratapihantie 13 | Rautatieläisenkatu 7,00520,HELSINKI,Julkinen rakennus,20670,121025,8,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,2004-05-10,Tyhjillään,1032762863,09101700380005,24.93395769,60.20178523,f34881dd-59f8-433d-89fa-8624cb698ff0
130,Haartmaninkatu 4,00290,HELSINKI,Julkinen rakennus,20552,117915,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,2010-09-09,Tyhjillään,103238513L,09101505260009,24.90701471,60.18908421,5410bc19-1365-4324-b9a5-d2b31a3b10a0
131,Fabianinkatu 19 | Pohjoinen Makasiinikatu 3-5 | Unioninkatu 20,00130,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20520,85010,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1943-01-01,Tyhjillään,103046218J,09100300470003,24.950571,60.16599865,c7d3c6e1-a797-4804-8d57-14ce1149962f
132,Veturitie 27,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20456,123900,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1988-12-31,"Muu (sauna, liiteri, kellotapuli, yms.)",1001912604,09141000060000,24.93487197,60.21479633,dcddbe8a-065e-4424-9f59-54a7011896d4
133,Henry Fordin katu 5 | Laivakatu 5,00150,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20455,86315,5,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1969-12-31,Käytetään vakinaiseen asumiseen,1033038796,09102002370004,24.92629032,60.15344121,2761bf85-9c7e-4ceb-b2a9-db909cf83002
134,Veturitie 44,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20332,196540,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,,"Muu (sauna, liiteri, kellotapuli, yms.)",102394046R,09143600030009,24.92604282,60.21311365,731d0e8c-4dd9-43c8-852a-da69a90fe234
135,Malminkartanonkuja 4 | Ruosilantie 16,00390,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20331,111217,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,1976-12-31,Tyhjillään,100782157A,09103200420019,24.85300072,60.24057731,e5faebea-a7f8-43c5-808f-6d5094b4bc8d
136,Veturitie 44,00240,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20311,180472,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Betoni,Elementti,,"Muu (sauna, liiteri, kellotapuli, yms.)",102384070X,09143600030009,24.93014473,60.21304301,8c2c408e-5703-4ec9-9f3f-d9807f6b3a84
137,Fredikanterassi 1,00520,HELSINKI,Julkinen rakennus,20307,94874,15,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,2019-12-13,Tyhjillään,103608644A,09101701030001,24.9314566,60.19823429,8edaa78d-f263-4ef6-bc83-da8ed0822f0f
138,Itämerensola 2 | Itämerenkatu 15 | Itämerentori 2 | Porkkalankatu 18,00180,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20299,142000,16,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Metallilevy,Teräs,Elementti,2000-10-30,Tyhjillään,103303945A,09102007960002,24.91362669,60.16391302,9c14058b-040e-4f4c-9dae-e671cf73d868
139,Kauppakaarre 4 | Malmin kauppatie 18 | Kaupparaitti 14 | Ylä-Malmin tori 1,00700,HELSINKI,Julkinen rakennus,20286,128204,5,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1988-01-01,Käytetään vakinaiseen asumiseen,1014950905,09103801080008,25.01036928,60.25190413,f52d3faa-f18e-45db-b0cc-e7a99e67ea08
140,Käärmeniementie 8,00980,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20247,217246,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Tiili,Betoni,Elementti,1997-12-31,Tyhjillään,1023286185,09105401520020,25.16817283,60.21973261,49ff7208-5a22-416c-84a9-d4517251e74c
141,Valimotie 9,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20246,113750,6,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Teräs,Elementti,1998-08-31,Tyhjillään,101642884P,09104600520004,24.87888564,60.2171642,d45342f5-7736-4a6a-906b-4767bae85c52
142,Lemuntie 4 | Nilsiänkatu 11 | Nilsiänkatu 13,00510,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20245,88400,,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,2006-05-29,Tyhjillään,103273226C,09102207000011,24.95068887,60.19535338,7a95ddf0-7596-4143-8503-bed0572c66bd
143,Karvaamokuja 2d | Piimäenpolku 2,00380,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20219,117059,7,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Elementti,2004-05-24,Tyhjillään,101633083J,09104600250015,24.88137528,60.2143926,da65ec3a-388d-448f-ac4f-86c48fb5b9e2
144,Kuninkaantammenkierto 3,00430,HELSINKI,"Toimisto-, tuotanto-, yhdyskuntatekniikan tai muut rakennukset",20210,167120,2,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Betoni,Betoni,Elementti,1975-12-31,Tyhjillään,1009534319,09103303150008,24.88470302,60.26163737,7dea04ec-1460-4188-8234-31fd5dcf2f87
145,Mustialankatu 3,00790,HELSINKI,Julkinen rakennus,20206,116685,4,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Teräs,Elementti,2006-05-31,Tyhjillään,103127008N,09103602070015,25.02131549,60.22832927,61466ef0-996e-4294-af0c-73df12e9e371
146,Töölönkatu 5 | J. R. Aspelinin aukio 1 | Mannerheimintie 34 | Cygnaeuksenkatu 9 | Museokatu 1,00100,HELSINKI,Julkinen rakennus,20194,86359,3,0,Vesikeskuslämmitys,Kauko- tai aluelämpö,Lasi,Betoni,Paikalla tehty,1910-12-31,Tyhjillään,103199797P,09101304220006,24.93173202,60.17493937,1b69a14f-c5ae-4c1b-9f6f-f4ac505e1cf9
147,Kluuvikatu 2 | Pohjoisesplanadi 29 | Kluuvikatu 4 | Pohjoisesplanadi 33,00100,HELSINKI,Julkinen rakennus,20146,76495,9,1,Vesikeskuslämmitys,Kauko- tai aluelämpö,Muu,Betoni,Paikalla tehty,1969-01-01,Tyhjillään,1030367858,09100200340018,24.94712276,60.16810991,01b8d634-6bdc-4d72-b143-aafb8648256f
